"Slide Number","Topic","Subject","Title","Category","Filename"
"65","Homework Peer Review","","Hw Debrief","Demonstration","source_pages/slide-65.png"
"66","Homework Peer Review","","Process","Demonstration","source_pages/slide-66.png"
"67","Homework Peer Review","","Analysis","Demonstration","source_pages/slide-67.png"
"68","Homework Peer Review","","Debrief","Demonstration","source_pages/slide-68.png"
"69","Desk Check","","Source Slide 69","Section Divider","source_pages/slide-69.png"
"70","Desk Check","","Source Slide 70","Image","source_pages/slide-70.png"
"71","Desk Check","","Source Slide 71","Image","source_pages/slide-71.png"
"72","Desk Check","","Move Operations","Image","source_pages/slide-72.png"
"73","Desk Check","","Source Slide 73","Image","source_pages/slide-73.png"
"74","Desk Check","","Source Slide 74","Image","source_pages/slide-74.png"
"75","Desk Check","","Source Slide 75","Image","source_pages/slide-75.png"
"76","Desk Check","","Source Slide 76","Image","source_pages/slide-76.png"
"77","Desk Check","","Source Slide 77","Image","source_pages/slide-77.png"

