"Slide Number","Topic","Subject","Title","Category","Filename"
"25","Dependency Relationships","Dependency Relationships","Source Slide 25","Image","source_pages/slide-25.png"
"26","Dependency Relationships","Dependency Relationships","Source Slide 26","Image","source_pages/slide-26.png"
"27","Dependency Relationships","Dependency Relationships","Source Slide 27","Image","source_pages/slide-27.png"
"28","Dependency Relationships","Dependency Relationships","• Do we always need to use reference variables?","Enumerate","source_pages/slide-28.png"
"29","Dependency Relationships","Dependency Relationships","No","Image","source_pages/slide-29.png"
"30","Dependency Relationships","Dependency Relationships","Example 3","Image","source_pages/slide-30.png"
"31","Dependency Relationships","Dependency Relationships","Source Slide 31","Image","source_pages/slide-31.png"
"32","Dependency Relationships","Dependency Relationships","Exercise","Demonstration","source_pages/slide-32.png"
"33","Desk Check","","Exercise Goals","Demonstration","source_pages/slide-33.png"
"34","Desk Check","","Desk Check Exercise","Demonstration","source_pages/slide-34.png"
"35","Desk Check","","Source Slide 35","Image","source_pages/slide-35.png"
"36","Desk Check","","Source Slide 36","Image","source_pages/slide-36.png"
"37","Arrays of Objects","Arrays of Objects","8.13 Arrays of Objects","Section Divider","source_pages/slide-37.png"
"38","Arrays of Objects","Arrays of Objects","• Can we create arrays of objects or structs?","Image","source_pages/slide-38.png"
"39","Arrays of Objects","Arrays of Objects","• Let’s go ahead and build one on the stack …","Image","source_pages/slide-39.png"
"40","Arrays of Objects","Arrays of Objects","Source Slide 40","Image","source_pages/slide-40.png"
"41","Arrays of Objects","Arrays of Objects","Source Slide 41","Image","source_pages/slide-41.png"
"42","Arrays of Objects","Arrays of Objects","• What’s happening here?","Image","source_pages/slide-42.png"
"43","Arrays of Objects","Arrays of Objects","• What’s happening here?","Image","source_pages/slide-43.png"
"44","Arrays of Objects","Arrays of Objects","Ok ","Image","source_pages/slide-44.png"
"45","Arrays of Objects","Arrays of Objects","Ok ","Image","source_pages/slide-45.png"
"46","Arrays of Objects","Arrays of Objects","Source Slide 46","Image","source_pages/slide-46.png"
"47","Arrays of Objects","Arrays of Objects","Source Slide 47","Image","source_pages/slide-47.png"
"48","Arrays of Objects","Arrays of Objects","• We constructed an array of objects on the heap.","Image","source_pages/slide-48.png"
"49","Arrays of Objects","Arrays of Objects","• In the meantime  let’s make this array dynamic …","Image","source_pages/slide-49.png"
"50","Arrays of Objects","Arrays of Objects","Source Slide 50","Image","source_pages/slide-50.png"
"51","Arrays of Objects","Arrays of Objects","Source Slide 51","Image","source_pages/slide-51.png"
"52","Arrays of Objects","Arrays of Objects","C++ Ninja Solution","Image","source_pages/slide-52.png"
"53","Arrays of Objects","Arrays of Objects","Source Slide 53","Image","source_pages/slide-53.png"
"54","Arrays of Objects","Arrays of Objects","Source Slide 54","Image","source_pages/slide-54.png"
"55","Arrays of Objects","Arrays of Objects","Source Slide 55","Image","source_pages/slide-55.png"
"56","Arrays of Objects","Arrays of Objects","Source Slide 56","Image","source_pages/slide-56.png"
"57","Arrays of Objects","Arrays of Objects","Source Slide 57","Image","source_pages/slide-57.png"
"58","Arrays of Objects","Arrays of Objects","Source Slide 58","Image","source_pages/slide-58.png"
"59","Assertions","Assertions","Assertions","Section Divider","source_pages/slide-59.png"
"60","Assertions","Assertions","• We have the debugging process down.","Process Pattern","source_pages/slide-60.png"
"61","Assertions","Assertions","• IF statements","Image","source_pages/slide-61.png"
"62","Assertions","Assertions","Assertions","Image","source_pages/slide-62.png"
"63","Desk Check","","Source Slide 63","Section Divider","source_pages/slide-63.png"
"64","Desk Check","","Exercise","Demonstration","source_pages/slide-64.png"
"65","Desk Check","","Exercise Goals","Demonstration","source_pages/slide-65.png"
"66","Desk Check","","Desk Check Exercise","Demonstration","source_pages/slide-66.png"
"67","Programming Exercise","","Source Slide 67","Section Divider","source_pages/slide-67.png"
"68","Programming Exercise","","Source Slide 68","Image","source_pages/slide-68.png"
"69","Programming Exercise","","Programming Exercise","Demonstration","source_pages/slide-69.png"
"70","Programming Exercise","","• Create a class Message with:","Image","source_pages/slide-70.png"
"71","Programming Exercise","","Source Slide 71","Image","source_pages/slide-71.png"
"72","Lecture Wrap-Up","","What’s this section","Section Divider","source_pages/slide-72.png"
"73","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-73.png"
"74","Lecture Wrap-Up","","What’s Next?","Progression Map","source_pages/slide-74.png"
"75","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-75.png"
"76","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-76.png"

