"Slide Number","Topic","Subject","Title","Category","Filename"
"73","Programming Exercise","","Exercise Goals","Demonstration","source_pages/slide-73.png"
"74","Programming Exercise","","Programming Exercise","Demonstration","source_pages/slide-74.png"
"75","Lecture Wrap-Up","","What did we do","Progression Map","source_pages/slide-75.png"
"76","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-76.png"
"77","Lecture Wrap-Up","","What’s Next?","Progression Map","source_pages/slide-77.png"
"78","Lecture Wrap-Up","","78","Image","source_pages/slide-78.png"
"79","Lecture Wrap-Up","","Agenda","Agenda","source_pages/slide-79.png"
"80","Lecture Wrap-Up","","Hw 1 due Sunday.","Image","source_pages/slide-80.png"
"81","Debugging Exercises","","C++ Debugging","Demonstration","source_pages/slide-81.png"
"82","Debugging Exercises","","Exercise Goals","Demonstration","source_pages/slide-82.png"
"83","Debugging Exercises","","Debug Exercise","Demonstration","source_pages/slide-83.png"
"84","Debugging Exercises","","Correct","Image","source_pages/slide-84.png"
"85","Debugging Exercises","","Source Slide 85","Image","source_pages/slide-85.png"
"86","Debugging Exercises","","C++ Debugging","Demonstration","source_pages/slide-86.png"
"87","Debugging Exercises","","Exercise Goals","Demonstration","source_pages/slide-87.png"
"88","Debugging Exercises","","Debug Exercise","Demonstration","source_pages/slide-88.png"
"89","Debugging Exercises","","Correct Output","Image","source_pages/slide-89.png"
"90","Debugging Exercises","","Source Slide 90","Image","source_pages/slide-90.png"
"91","Desk Checks","","Desk Check12-17.cpp","Demonstration","source_pages/slide-91.png"
"92","Desk Checks","","Exercise Goals","Demonstration","source_pages/slide-92.png"
"93","Desk Checks","","Desk Check Exercise","Demonstration","source_pages/slide-93.png"
"94","Desk Checks","","94","Image","source_pages/slide-94.png"
"95","Desk Checks","","95","Image","source_pages/slide-95.png"
"96","Desk Checks","","Desk Check","Demonstration","source_pages/slide-96.png"
"97","Desk Checks","","Exercise Goals","Demonstration","source_pages/slide-97.png"
"98","Desk Checks","","Desk Check Exercise","Demonstration","source_pages/slide-98.png"
"99","Desk Checks","","Source Slide 99","Image","source_pages/slide-99.png"
"100","Desk Checks","","Source Slide 100","Image","source_pages/slide-100.png"


