"Slide Number","Topic","Subject","Title","Category","Filename"
"26","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","8.13 Arrays of Objects","Section Divider","source_pages/slide-26.png"
"27","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 27","Image","source_pages/slide-27.png"
"28","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 28","Image","source_pages/slide-28.png"
"29","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 29","Image","source_pages/slide-29.png"
"30","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 30","Image","source_pages/slide-30.png"
"31","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 31","Image","source_pages/slide-31.png"
"32","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 32","Image","source_pages/slide-32.png"
"33","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Exercise","Demonstration","source_pages/slide-33.png"
"34","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","• Design a library system with three classes: book ","Image","source_pages/slide-34.png"
"35","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Source Slide 35","Image","source_pages/slide-35.png"
"36","Arrays of Objects on the Stack and Heap","Arrays of Objects on the Stack and Heap","Key Takeaway","Image","source_pages/slide-36.png"
"37","Activities and Wrap-Up","","What’s this section","Section Divider","source_pages/slide-37.png"
"38","Activities and Wrap-Up","","Theme for Today","Image","source_pages/slide-38.png"
"39","Activities and Wrap-Up","","Agenda","Agenda","source_pages/slide-39.png"
"40","Activities and Wrap-Up","","What’s Next?","Progression Map","source_pages/slide-40.png"
"41","Activities and Wrap-Up","","Agenda","Agenda","source_pages/slide-41.png"
"42","Activities and Wrap-Up","","Homework 2 due Sunday.","Demonstration","source_pages/slide-42.png"
"43","Activities and Wrap-Up","","Dueling Questions","Demonstration","source_pages/slide-43.png"
"44","Activities and Wrap-Up","","Exercise Goals","Demonstration","source_pages/slide-44.png"
"45","Activities and Wrap-Up","","Dueling Questions","Demonstration","source_pages/slide-45.png"
"46","Activities and Wrap-Up","","Dueling Questions","Demonstration","source_pages/slide-46.png"
"47","Resource Acquisition Is Initialization","Resource Acquisition Is Initialization","(1) CppCon 2014 Lightning Talks - Michael VanLoon Anatomy","Section Divider","source_pages/slide-47.png"
"48","Resource Acquisition Is Initialization","Resource Acquisition Is Initialization","RAII","Image","source_pages/slide-48.png"
"49","Homework Peer Review","","Homework 2 Peer","Demonstration","source_pages/slide-49.png"
"50","Homework Peer Review","","Hw Debrief","Demonstration","source_pages/slide-50.png"
"51","Homework Peer Review","","Process","Process Pattern","source_pages/slide-51.png"
"52","Passing Objects to Functions","Passing Objects to Functions","7.9 Passing Objects to","Section Divider","source_pages/slide-52.png"
"53","Passing Objects to Functions","Passing Objects to Functions","Ways to pass objects to","Image","source_pages/slide-53.png"
"54","Passing Objects to Functions","Passing Objects to Functions","• Download and execute 7-9mod.cpp","Image","source_pages/slide-54.png"
"55","Passing Objects to Functions","Passing Objects to Functions","• Get some paper - not turn in.","Image","source_pages/slide-55.png"
"56","Passing Objects to Functions","Passing Objects to Functions","Think-Pair-Share","Demonstration","source_pages/slide-56.png"
"57","Passing Objects to Functions","Passing Objects to Functions","Think-Pair-Share","Demonstration","source_pages/slide-57.png"
"58","Passing Objects to Functions","Passing Objects to Functions","Think","Demonstration","source_pages/slide-58.png"
"59","Passing Objects to Functions","Passing Objects to Functions","Pair","Demonstration","source_pages/slide-59.png"
"60","Passing Objects to Functions","Passing Objects to Functions","Share","Demonstration","source_pages/slide-60.png"
"61","Passing Objects to Functions","Passing Objects to Functions","Debrief","Demonstration","source_pages/slide-61.png"
"62","Lecture Summary","","Bottom Line","Section Divider","source_pages/slide-62.png"

