"Slide Number","Topic","Subject","Title","Category","Filename"
"23","Pointer Arithmetic","Pointer Arithmetic","https://en.cppreference.com/w/cpp/language/","Enumerate","source_pages/slide-23.png"
"24","Pointer Arithmetic","Pointer Arithmetic","Source Slide 24","Image","source_pages/slide-24.png"
"25","Initializing Pointers","Initializing Pointers","10.5 Initializing","Section Divider","source_pages/slide-25.png"
"26","Initializing Pointers","Initializing Pointers","“Pointers may be initialized with the address of","Image","source_pages/slide-26.png"
"27","Initializing Pointers","Initializing Pointers","If we don’t have data we want to point to (because we","Image","source_pages/slide-27.png"
"28","Initializing Pointers","Initializing Pointers","• We can initialize it to 0","Image","source_pages/slide-28.png"
"29","Initializing Pointers","Initializing Pointers","• C11 has built in keyword  nullptr  to initialize to 0.","Image","source_pages/slide-29.png"
"30","Initializing Pointers","Initializing Pointers","• Which means we can use 3 tests to see if a pointer","Image","source_pages/slide-30.png"
"31","Initializing Pointers","Initializing Pointers","Sidebar: Brace Initialization","Image","source_pages/slide-31.png"
"32","Initializing Pointers","Initializing Pointers","Why do you want to initialize","Opening Question","source_pages/slide-32.png"
"33","Initializing Pointers","Initializing Pointers","Reliability","Image","source_pages/slide-33.png"
"34","Initializing Pointers","Initializing Pointers","Source Slide 34","Image","source_pages/slide-34.png"
"35","Initializing Pointers","Initializing Pointers","The program runs ne.","Image","source_pages/slide-35.png"
"36","Initializing Pointers","Initializing Pointers","• Let’s go ahead and initialize this the correct way …","Image","source_pages/slide-36.png"
"37","Initializing Pointers","Initializing Pointers","Source Slide 37","Image","source_pages/slide-37.png"
"38","Initializing Pointers","Initializing Pointers","Source Slide 38","Image","source_pages/slide-38.png"
"39","Initializing Pointers","Initializing Pointers","Logic Error","Image","source_pages/slide-39.png"
"40","Initializing Pointers","Initializing Pointers","Source Slide 40","Image","source_pages/slide-40.png"
"41","Initializing Pointers","Initializing Pointers","Source Slide 41","Image","source_pages/slide-41.png"
"42","Initializing Pointers","Initializing Pointers","Note","Image","source_pages/slide-42.png"
"43","Homework Preflight","","Hw 1 Pre ight","Section Divider","source_pages/slide-43.png"
"44","Homework Preflight","","Exercise Goals","Demonstration","source_pages/slide-44.png"
"45","Homework Preflight","","Task","Demonstration","source_pages/slide-45.png"
"46","Homework Preflight","","Task - II","Demonstration","source_pages/slide-46.png"
"47","Homework Preflight","","Task - III","Demonstration","source_pages/slide-47.png"
"48","Review Wrap-Up","","What did we do","Progression Map","source_pages/slide-48.png"
"49","Review Wrap-Up","","C++ Overview","Image","source_pages/slide-49.png"
"50","Review Wrap-Up","","Agenda","Agenda","source_pages/slide-50.png"
"51","Review Wrap-Up","","51","Image","source_pages/slide-51.png"
"52","Review Wrap-Up","","Agenda","Agenda","source_pages/slide-52.png"
"53","Reference Variables","Reference Variables","6.13 Reference","Enumerate","source_pages/slide-53.png"
"54","Reference Variables","Reference Variables","Problem: Pointers allow access to anything","Image","source_pages/slide-54.png"
"55","Reference Variables","Reference Variables","Reference Variables","Enumerate","source_pages/slide-55.png"
"56","Reference Variables","Reference Variables","• A reference variable allows us to create a link to the","Enumerate","source_pages/slide-56.png"
"57","Reference Variables","Reference Variables","Comparison between Pointers and Reference","Enumerate","source_pages/slide-57.png"
"58","Reference Variables","Reference Variables","Contrast between Pointers and Reference","Enumerate","source_pages/slide-58.png"
"59","Reference Variables","Reference Variables","• The advantages and disadvantages mean that","Image","source_pages/slide-59.png"
"60","Debugging Exercise","","60","Section Divider","source_pages/slide-60.png"
"61","Debugging Exercise","","Debug12-11.cpp","Demonstration","source_pages/slide-61.png"
"62","Debugging Exercise","","Exercise Goals","Demonstration","source_pages/slide-62.png"
"63","Debugging Exercise","","Debug Exercise","Demonstration","source_pages/slide-63.png"
"64","Debugging Exercise","","Source Slide 64","Image","source_pages/slide-64.png"
"65","Debugging Exercise","","Source Slide 65","Image","source_pages/slide-65.png"
"66","Desk Check","","Desk Check","Demonstration","source_pages/slide-66.png"
"67","Desk Check","","Exercise Goals","Demonstration","source_pages/slide-67.png"
"68","Desk Check","","Desk Check Exercise","Demonstration","source_pages/slide-68.png"
"69","Desk Check","","69","Image","source_pages/slide-69.png"
"70","Desk Check","","70","Image","source_pages/slide-70.png"
"71","References","","References","Enumerate","source_pages/slide-71.png"

